iter	Accuracy	MultiClass
934	0.6204212294	0.9923760775
935	0.620508694	0.9922718314
936	0.6205611727	0.9921367735
937	0.6206136515	0.9919988348
938	0.6207361019	0.9918481362
939	0.6210159885	0.9917358806
940	0.6211559318	0.9916158924
941	0.6212084106	0.9915059834
942	0.6212259035	0.9913450061
943	0.6213833397	0.9912335195
944	0.6216107476	0.9911405635
945	0.6216807193	0.9910050862
946	0.6217331981	0.9909062204
947	0.6219955918	0.9907788093
948	0.622153028	0.9905349285
949	0.622153028	0.9904067165
950	0.6223104643	0.9903124055
951	0.6222404926	0.9901331271
952	0.6224154218	0.9899816177
953	0.6224504076	0.9898720252
954	0.6227302942	0.9896866411
955	0.6227477871	0.9895791686
956	0.6227652801	0.98948974
957	0.6229227163	0.9893570753
958	0.6228527446	0.9892146612
959	0.6228702376	0.9891040228
960	0.6228877305	0.9889575152
961	0.6230626596	0.9887630889
962	0.6232200959	0.9886483656
963	0.6231676171	0.9885127764
964	0.6232200959	0.9884122843
965	0.6232375888	0.9882925782
966	0.6232375888	0.9881685421
967	0.6234475038	0.9880537951
968	0.6234300108	0.9879550442
969	0.6235349683	0.9878384544
970	0.6236399258	0.9877591259
971	0.6236399258	0.9876236152
972	0.6236749117	0.9874796712
973	0.6236574187	0.987374587
974	0.6237973621	0.9872109614
975	0.6239023196	0.9871238072
976	0.62402477	0.9870058662
977	0.6241472204	0.9868526642
978	0.624217192	0.9867371374
979	0.6243571354	0.9866470155
980	0.624427107	0.9864758067
981	0.6247069937	0.9863866341
982	0.6246720078	0.9862183643
983	0.6247769653	0.9861068319
984	0.6248644299	0.9860091916
985	0.6247594724	0.9858375743
986	0.6247944582	0.9856828145
987	0.6247944582	0.9855784082
988	0.6249693874	0.9854885244
989	0.6250218661	0.9853487603
990	0.6250743449	0.9851970565
991	0.6251793024	0.9850798472
992	0.6251093307	0.9849865772
993	0.6253892174	0.9848618971
994	0.6258265403	0.9847384074
995	0.6258965119	0.984630674
996	0.6259664836	0.9845044232
997	0.6259489907	0.9843582205
998	0.6259839765	0.9842451039
999	0.6260364552	0.9841477799
